date,pwv,pwv_err
1263276900.0,4.6,1.46
1263278700.0,4.6,1.46
1263280500.0,4.8,1.48
1263282300.0,5.2,1.52
1263284100.0,4.8,1.48
1263285900.0,4.8,1.48
1263287700.0,5.0,1.5
1263289500.0,5.0,1.5
1263291300.0,5.4,1.54
1263293100.0,5.7,1.57
1263294900.0,5.6,1.56
1263296700.0,4.9,1.49
1263298500.0,4.6,1.46
1263300300.0,5.1,1.51
1263302100.0,5.6,1.56
1263303900.0,5.6,1.56
1263305700.0,5.2,1.52
1263307500.0,4.7,1.47
1263309300.0,4.9,1.49
1263311100.0,5.3,1.53
1263312900.0,5.6,1.56
1263314700.0,6.2,1.62
1263316500.0,6.0,1.6
1263318300.0,5.7,1.57
1263320100.0,6.5,1.65
1263321900.0,6.8,1.68
1263323700.0,6.6,1.66
1263325500.0,6.4,1.64
1263327300.0,6.3,1.63
1263329100.0,6.3,1.63
1263330900.0,6.3,1.63
1263332700.0,6.7,1.67
1263334500.0,6.6,1.66
1263336300.0,6.6,1.66
1263338100.0,6.4,1.64
1263339900.0,6.1,1.61
1263341700.0,6.0,1.6
1263343500.0,6.0,1.6
1263345300.0,6.3,1.63
1263347100.0,6.6,1.66
1263348900.0,7.1,1.71
1263350700.0,7.6,1.76
1263352500.0,7.7,1.77
1263354300.0,8.2,1.82
1263356100.0,8.2,1.82
1263357900.0,7.7,1.77
1263359700.0,7.6,1.76
1263361500.0,7.5,1.75
1263363300.0,8.0,1.8
1263365100.0,8.4,1.84
1263366900.0,8.1,1.81
1263368700.0,7.6,1.76
1263370500.0,7.3,1.73
1263372300.0,7.2,1.72
1263374100.0,7.1,1.71
1263375900.0,7.5,1.75
1263377700.0,8.0,1.8
1263379500.0,8.2,1.82
1263381300.0,8.0,1.8
1263383100.0,7.3,1.73
1263384900.0,6.8,1.68
1263386700.0,7.3,1.73
1263388500.0,7.5,1.75
1263390300.0,7.5,1.75
1263392100.0,7.7,1.77
1263393900.0,7.1,1.71
1263395700.0,7.1,1.71
1263397500.0,8.5,1.85
1263399300.0,8.9,1.89
1263401100.0,8.8,1.88
1263402900.0,8.6,1.86
1263404700.0,8.3,1.83
1263406500.0,8.3,1.83
1263408300.0,8.6,1.86
1263410100.0,8.7,1.87
1263411900.0,8.7,1.87
1263413700.0,8.5,1.85
1263415500.0,8.2,1.82
1263417300.0,8.0,1.8
1263419100.0,7.2,1.72
1263420900.0,6.2,1.62
1263422700.0,6.2,1.62
1263424500.0,6.3,1.63
1263426300.0,6.1,1.61
1263428100.0,5.4,1.54
1263429900.0,4.8,1.48
1263431700.0,5.3,1.53
1263433500.0,5.2,1.52
1263435300.0,5.3,1.53
1263437100.0,5.9,1.59
1263438900.0,6.3,1.63
1263440700.0,6.9,1.69
1263442500.0,7.0,1.7
1263444300.0,6.9,1.69
1263446100.0,7.4,1.74
1263447900.0,8.4,1.84
1263449700.0,9.4,1.94
1263451500.0,10.4,2.04
1263453300.0,10.3,2.03
1263455100.0,8.9,1.89
1263456900.0,8.8,1.88
1263458700.0,9.0,1.9
1263460500.0,8.9,1.89
1263462300.0,9.6,1.96
1263464100.0,10.2,2.02
1263465900.0,10.4,2.04
1263467700.0,10.5,2.05
1263469500.0,9.8,1.98
1263471300.0,9.8,1.98
1263473100.0,10.7,2.07
1263474900.0,10.4,2.04
1263476700.0,10.7,2.07
1263478500.0,11.0,2.1
1263480300.0,10.0,2.0
1263482100.0,10.3,2.03
1263483900.0,10.4,2.04
1263485700.0,10.3,2.03
1263487500.0,10.5,2.05
1263489300.0,9.6,1.96
1263491100.0,9.1,1.91
1263492900.0,9.8,1.98
1263494700.0,9.9,1.99
1263496500.0,9.7,1.97
1263498300.0,9.6,1.96
1263500100.0,9.0,1.9
1263501900.0,8.2,1.82
1263503700.0,8.0,1.8
1263505500.0,8.0,1.8
1263507300.0,7.9,1.79
1263509100.0,7.7,1.77
1263510900.0,7.9,1.79
1263512700.0,8.1,1.81
1263514500.0,8.1,1.81
1263516300.0,8.2,1.82
1263518100.0,8.1,1.81
1263519900.0,8.7,1.87
1263521700.0,9.2,1.92
1263523500.0,9.7,1.97
1263525300.0,9.6,1.96
1263527100.0,10.4,2.04
1263528900.0,10.0,2.0
1263530700.0,8.1,1.81
1263532500.0,7.7,1.77
1263534300.0,8.1,1.81
1263536100.0,8.3,1.83
1263537900.0,7.6,1.76
1263539700.0,7.3,1.73
1263541500.0,6.7,1.67
1263543300.0,5.8,1.58
1263545100.0,5.4,1.54
1263546900.0,5.8,1.58
1263548700.0,6.1,1.61
1263550500.0,6.1,1.61
1263552300.0,6.2,1.62
1263554100.0,6.1,1.61
1263555900.0,5.8,1.58
1263557700.0,5.9,1.59
1263559500.0,5.8,1.58
1263561300.0,5.3,1.53
1263563100.0,5.7,1.57
1263564900.0,5.0,1.5
1263566700.0,4.1,1.41
1263568500.0,4.7,1.47
1263570300.0,4.3,1.43
1263572100.0,4.0,1.4
1263573900.0,4.7,1.47
1263575700.0,4.6,1.46
1263577500.0,4.2,1.42
1263579300.0,4.4,1.44
1263581100.0,4.8,1.48
1263582900.0,4.6,1.46
1263584700.0,4.2,1.42
1263586500.0,3.8,1.38
1263588300.0,3.9,1.39
1263590100.0,4.2,1.42
1263591900.0,4.2,1.42
1263593700.0,4.5,1.45
1263595500.0,4.4,1.44
1263597300.0,5.0,1.5
1263599100.0,5.3,1.53
1263600900.0,4.6,1.46
1263602700.0,4.2,1.42
1263604500.0,4.1,1.41
1263606300.0,4.7,1.47
1263608100.0,5.0,1.5
1263609900.0,4.5,1.45
1263611700.0,4.4,1.44
1263613500.0,4.4,1.44
1263615300.0,4.2,1.42
1263617100.0,4.3,1.43
1263618900.0,4.4,1.44
1263620700.0,5.1,1.51
1263622500.0,5.4,1.54
1263624300.0,5.4,1.54
1263626100.0,5.0,1.5
1263627900.0,4.1,1.41
1263629700.0,4.1,1.41
1263631500.0,3.9,1.39
1263633300.0,3.9,1.39
1263635100.0,4.6,1.46
1263636900.0,5.0,1.5
1263638700.0,5.0,1.5
1263640500.0,4.9,1.49
1263642300.0,4.4,1.44
1263644100.0,4.6,1.46
1263645900.0,4.6,1.46
1263647700.0,4.0,1.4
1263649500.0,4.0,1.4
1263651300.0,4.1,1.41
1263653100.0,3.7,1.37
1263654900.0,3.7,1.37
1263656700.0,3.8,1.38
1263658500.0,3.7,1.37
1263660300.0,4.2,1.42
1263662100.0,4.1,1.41
1263663900.0,3.6,1.36
1263665700.0,3.7,1.37
1263667500.0,4.0,1.4
1263669300.0,4.0,1.4
1263671100.0,3.5,1.35
1263672900.0,3.4,1.34
1263674700.0,3.8,1.38
1263676500.0,4.8,1.48
1263678300.0,5.0,1.5
1263680100.0,5.1,1.51
1263681900.0,5.4,1.54
1263683700.0,5.8,1.58
1263685500.0,5.5,1.55
1263687300.0,4.6,1.46
1263689100.0,4.8,1.48
1263690900.0,4.8,1.48
1263692700.0,4.7,1.47
1263694500.0,5.1,1.51
1263696300.0,5.1,1.51
1263698100.0,4.9,1.49
1263699900.0,5.0,1.5
1263701700.0,4.8,1.48
1263703500.0,4.5,1.45
1263705300.0,4.7,1.47
1263707100.0,5.2,1.52
1263708900.0,5.1,1.51
1263710700.0,5.2,1.52
1263712500.0,5.2,1.52
1263714300.0,4.6,1.46
1263716100.0,4.8,1.48
1263717900.0,5.1,1.51
1263719700.0,5.5,1.55
1263721500.0,6.0,1.6
1263723300.0,6.1,1.61
1263725100.0,5.9,1.59
1263726900.0,5.6,1.56
1263728700.0,5.7,1.57
1263730500.0,6.0,1.6
1263732300.0,6.0,1.6
1263734100.0,6.3,1.63
1263735900.0,6.2,1.62
1263737700.0,6.4,1.64
1263739500.0,6.2,1.62
1263741300.0,7.2,1.72
1263743100.0,7.1,1.71
1263744900.0,7.5,1.75
1263746700.0,7.8,1.78
1263748500.0,7.1,1.71
1263750300.0,7.6,1.76
1263752100.0,9.2,1.92
1263753900.0,9.5,1.95
1263755700.0,10.8,2.08
1263757500.0,10.6,2.06
1263759300.0,11.1,2.11
1263761100.0,11.5,2.15
1263762900.0,12.1,2.21
1263764700.0,11.4,2.14
1263766500.0,11.7,2.17
1263768300.0,11.5,2.15
1263770100.0,11.1,2.11
1263771900.0,11.1,2.11
1263773700.0,9.8,1.98
1263775500.0,9.3,1.93
1263777300.0,9.3,1.93
1263779100.0,9.1,1.91
1263780900.0,9.4,1.94
1263782700.0,9.2,1.92
1263784500.0,8.9,1.89
1263786300.0,9.3,1.93
1263788100.0,10.0,2.0
1263789900.0,10.3,2.03
1263791700.0,10.0,2.0
1263793500.0,9.9,1.99
1263795300.0,12.4,2.24
1263797100.0,12.8,2.28
1263798900.0,12.1,2.21
1263800700.0,12.1,2.21
1263802500.0,13.6,2.36
1263804300.0,14.2,2.42
1263806100.0,13.7,2.37
1263807900.0,13.9,2.39
1263809700.0,14.5,2.45
1263811500.0,14.5,2.45
1263813300.0,14.7,2.47
1263815100.0,14.4,2.44
1263816900.0,15.7,2.57
1263818700.0,15.4,2.54
1263820500.0,14.5,2.45
1263822300.0,14.0,2.4
1263824100.0,14.1,2.41
1263825900.0,14.2,2.42
1263827700.0,14.7,2.47
1263829500.0,14.5,2.45
1263831300.0,14.9,2.49
1263833100.0,15.0,2.5
1263834900.0,13.5,2.35
1263836700.0,13.8,2.38
1263838500.0,14.1,2.41
1263840300.0,15.2,2.52
1263842100.0,15.8,2.58
1263843900.0,15.1,2.51
1263845700.0,14.9,2.49
1263847500.0,14.4,2.44
1263849300.0,15.3,2.53
1263851100.0,15.0,2.5
1263852900.0,15.0,2.5
1263854700.0,15.2,2.52
1263856500.0,14.7,2.47
1263858300.0,14.0,2.4
1263860100.0,14.5,2.45
1263861900.0,13.5,2.35
1263863700.0,12.6,2.26
1263865500.0,12.8,2.28
1263867300.0,13.5,2.35
1263869100.0,14.3,2.43
1263870900.0,14.5,2.45
1263872700.0,14.8,2.48
1263874500.0,15.7,2.57
1263876300.0,16.2,2.62
1263878100.0,16.3,2.63
1263879900.0,16.1,2.61
1263881700.0,14.9,2.49
1263883500.0,13.7,2.37
1263885300.0,13.3,2.33
1263887100.0,13.1,2.31
1263888900.0,13.4,2.34
1263890700.0,13.9,2.39
1263892500.0,14.2,2.42
1263894300.0,14.4,2.44
1263896100.0,14.6,2.46
1263897900.0,14.4,2.44
1263899700.0,14.1,2.41
1263901500.0,15.5,2.55
1263903300.0,16.6,2.66
1263905100.0,16.8,2.68
1263906900.0,17.3,2.73
1263908700.0,18.1,2.81
1263910500.0,18.3,2.83
1263912300.0,17.6,2.76
1263914100.0,15.9,2.59
1263915900.0,15.3,2.53
1263917700.0,15.2,2.52
1263919500.0,14.2,2.42
1263921300.0,13.0,2.3
1263923100.0,13.1,2.31
1263924900.0,13.2,2.32
1263926700.0,12.5,2.25
1263928500.0,13.0,2.3
1263930300.0,14.1,2.41
1263932100.0,15.6,2.56
1263933900.0,17.3,2.73
1263935700.0,18.1,2.81
1263937500.0,17.6,2.76
1263939300.0,17.0,2.7
1263941100.0,16.3,2.63
1263942900.0,17.2,2.72
1263944700.0,16.6,2.66
1263946500.0,14.9,2.49
1263948300.0,15.4,2.54
1263950100.0,16.4,2.64
1263951900.0,16.3,2.63
1263953700.0,16.7,2.67
1263955500.0,16.7,2.67
1263957300.0,16.0,2.6
1263959100.0,17.4,2.74
1263960900.0,18.9,2.89
1263962700.0,19.2,2.92
1263964500.0,20.0,3.0
1263966300.0,21.0,3.0
1263968100.0,21.5,3.0
1263969900.0,20.9,3.0
1263971700.0,19.4,2.94
1263973500.0,19.1,2.91
1263975300.0,17.9,2.79
